/workspaces/posthog/env/lib/python3.10/site-packages/pytest_asyncio/plugin.py:173: DeprecationWarning: You're using an outdated version of pytest. Newer releases of pytest-asyncio will not be compatible with this pytest version. Please update pytest to version 7 or later.
  warnings.warn(
============================= test session starts ==============================
platform linux -- Python 3.10.12, pytest-6.2.5, py-1.10.0, pluggy-0.13.1 -- /workspaces/posthog/env/bin/python3
cachedir: .pytest_cache
django: settings: posthog.settings (from ini)
rootdir: /workspaces/posthog, configfile: pytest.ini
posthog/api/test/test_async_migrations.py::TestAsyncMigration::test_force_rollback_endpoint PASSED [  1%]
posthog/api/test/test_async_migrations.py::TestAsyncMigration::test_force_rollback_endpoint_migration_not_complete PASSED [  1%]
posthog/api/test/test_async_migrations.py::TestAsyncMigration::test_force_stop_endpoint PASSED [  2%]
posthog/api/test/test_async_migrations.py::TestAsyncMigration::test_force_stop_endpoint_non_running_migration PASSED [  2%]
posthog/api/test/test_async_migrations.py::TestAsyncMigration::test_get_async_migrations PASSED [  2%]
posthog/api/test/test_async_migrations.py::TestAsyncMigration::test_get_async_migrations_without_staff_status PASSED [  2%]
posthog/api/test/test_async_migrations.py::TestAsyncMigration::test_trigger_endpoint PASSED [  2%]
posthog/api/test/test_async_migrations.py::TestAsyncMigration::test_trigger_with_another_migration_running PASSED [  2%]
posthog/api/test/test_authentication.py::TestLoginPrecheckAPI::test_login_precheck_with_sso_enforced_with_invalid_license PASSED [  2%]
posthog/api/test/test_authentication.py::TestLoginPrecheckAPI::test_login_precheck_with_unenforced_sso PASSED [  2%]
posthog/api/test/test_authentication.py::TestLoginAPI::test_2fa_expired PASSED [  2%]
posthog/api/test/test_authentication.py::TestLoginAPI::test_2fa_throttling PASSED [  2%]
posthog/api/test/test_authentication.py::TestLoginAPI::test_cant_login_without_required_attributes PASSED [  2%]
posthog/api/test/test_authentication.py::TestLoginAPI::test_email_unverified_null_user_can_log_in_if_email_available PASSED [  2%]
posthog/api/test/test_authentication.py::TestLoginAPI::test_email_unverified_user_cant_log_in_if_email_available PASSED [  2%]
posthog/api/test/test_authentication.py::TestLoginAPI::test_login_2fa_enabled PASSED [  2%]
posthog/api/test/test_authentication.py::TestLoginAPI::test_login_endpoint_is_protected_against_brute_force_attempts PASSED [  2%]
posthog/api/test/test_authentication.py::TestLoginAPI::test_user_cant_login_with_incorrect_email PASSED [  2%]
posthog/api/test/test_authentication.py::TestLoginAPI::test_user_cant_login_with_incorrect_password PASSED [  2%]
posthog/api/test/test_authentication.py::TestLoginAPI::test_user_logs_in_with_email_and_password PASSED [  2%]
posthog/api/test/test_authentication.py::TestPasswordResetAPI::test_anonymous_user_can_request_password_reset PASSED [  2%]
posthog/api/test/test_authentication.py::TestPasswordResetAPI::test_can_validate_token PASSED [  2%]
posthog/api/test/test_authentication.py::TestPasswordResetAPI::test_cant_reset_if_email_is_not_configured PASSED [  2%]
posthog/api/test/test_authentication.py::TestPasswordResetAPI::test_cant_reset_more_than_six_times PASSED [  2%]
posthog/api/test/test_authentication.py::TestPasswordResetAPI::test_cant_reset_password_with_invalid_token PASSED [  2%]
posthog/api/test/test_authentication.py::TestPasswordResetAPI::test_cant_reset_password_with_invalid_user_id PASSED [  2%]
posthog/api/test/test_authentication.py::TestPasswordResetAPI::test_cant_reset_password_with_no_token PASSED [  2%]
posthog/api/test/test_authentication.py::TestPasswordResetAPI::test_cant_set_short_password PASSED [  2%]
posthog/api/test/test_authentication.py::TestPasswordResetAPI::test_cant_validate_token_without_a_token PASSED [  2%]
posthog/api/test/test_authentication.py::TestPasswordResetAPI::test_e2e_test_special_handlers PASSED [  3%]
posthog/api/test/test_authentication.py::TestPasswordResetAPI::test_invalid_token_returns_error PASSED [  3%]
posthog/api/test/test_authentication.py::TestPasswordResetAPI::test_reset_with_sso_available PASSED [  3%]
posthog/api/test/test_authentication.py::TestPasswordResetAPI::test_success_response_even_on_invalid_email PASSED [  3%]
posthog/api/test/test_authentication.py::TestPasswordResetAPI::test_user_can_reset_password PASSED [  3%]
posthog/api/test/test_authentication.py::TestPersonalAPIKeyAuthentication::test_personal_api_key_does_not_update_last_used_at_when_in_the_past PASSED [  3%]
posthog/api/test/test_authentication.py::TestPersonalAPIKeyAuthentication::test_personal_api_key_does_not_update_last_used_at_within_the_hour PASSED [  3%]
posthog/api/test/test_authentication.py::TestPersonalAPIKeyAuthentication::test_personal_api_key_updates_last_used_at_hourly PASSED [  3%]
posthog/api/test/test_authentication.py::TestPersonalAPIKeyAuthentication::test_personal_api_key_updates_last_used_at_outside_the_day PASSED [  3%]
posthog/api/test/test_authentication.py::TestPersonalAPIKeyAuthentication::test_personal_api_key_updates_last_used_at_outside_the_year PASSED [  3%]
posthog/api/test/test_authentication.py::TestPersonalAPIKeyAuthentication::test_personal_api_key_updates_last_used_when_none PASSED [  3%]
posthog/api/test/test_capture.py::TestCapture::test_azure_app_insights_tracing_headers PASSED [  3%]
posthog/api/test/test_capture.py::TestCapture::test_base64_decode_variations PASSED [  3%]
posthog/api/test/test_capture.py::TestCapture::test_batch PASSED         [  3%]
posthog/api/test/test_capture.py::TestCapture::test_batch_distinct_id_not_set PASSED [  3%]
posthog/api/test/test_capture.py::TestCapture::test_batch_gzip_header PASSED [  3%]
posthog/api/test/test_capture.py::TestCapture::test_batch_gzip_param PASSED [  3%]
posthog/api/test/test_capture.py::TestCapture::test_batch_incorrect_token_shape PASSED [  3%]
posthog/api/test/test_capture.py::TestCapture::test_batch_lzstring PASSED [  3%]
posthog/api/test/test_capture.py::TestCapture::test_batch_token_not_set PASSED [  3%]
posthog/api/test/test_capture.py::TestCapture::test_batch_with_dumped_json_data PASSED [  3%]
posthog/api/test/test_capture.py::TestCapture::test_batch_with_invalid_event PASSED [  3%]
posthog/api/test/test_capture.py::TestCapture::test_cached_is_randomly_partitioned PASSED [  3%]
posthog/api/test/test_capture.py::TestCapture::test_can_redirect_session_recordings_to_alternative_kafka PASSED [  3%]
posthog/api/test/test_capture.py::TestCapture::test_capture_event PASSED [  3%]
posthog/api/test/test_capture.py::TestCapture::test_capture_event_adds_library_to_sentry PASSED [  3%]
posthog/api/test/test_capture.py::TestCapture::test_capture_event_adds_unknown_to_sentry_when_no_properties_sent PASSED [  4%]
posthog/api/test/test_capture.py::TestCapture::test_capture_event_can_override_attributes_important_in_replicator_exports PASSED [  4%]
posthog/api/test/test_capture.py::TestCapture::test_capture_event_ip PASSED [  4%]
posthog/api/test/test_capture.py::TestCapture::test_capture_event_ip_with_port PASSED [  4%]
posthog/api/test/test_capture.py::TestCapture::test_capture_event_ipv6 PASSED [  4%]
posthog/api/test/test_capture.py::TestCapture::test_capture_event_shortcircuits PASSED [  4%]
posthog/api/test/test_capture.py::TestCapture::test_capture_event_too_large PASSED [  4%]
posthog/api/test/test_capture.py::TestCapture::test_capture_events_503_on_kafka_produce_errors PASSED [  4%]
posthog/api/test/test_capture.py::TestCapture::test_capture_randomly_partitions_with_likely_anonymous_ids PASSED [  4%]
posthog/api/test/test_capture.py::TestCapture::test_create_session_recording_kafka_with_expected_hosts PASSED [  4%]
posthog/api/test/test_capture.py::TestCapture::test_custom_uuid PASSED   [  4%]
posthog/api/test/test_capture.py::TestCapture::test_custom_uuid_invalid PASSED [  4%]
posthog/api/test/test_capture.py::TestCapture::test_distinct_id_nan PASSED [  4%]
posthog/api/test/test_capture.py::TestCapture::test_distinct_id_set_but_null PASSED [  4%]
posthog/api/test/test_capture.py::TestCapture::test_drops_performance_events PASSED [  4%]
posthog/api/test/test_capture.py::TestCapture::test_emojis_in_text PASSED [  4%]
posthog/api/test/test_capture.py::TestCapture::test_empty_request_returns_an_error PASSED [  4%]
posthog/api/test/test_capture.py::TestCapture::test_engage PASSED        [  4%]
posthog/api/test/test_capture.py::TestCapture::test_event_name_missing PASSED [  4%]
posthog/api/test/test_capture.py::TestCapture::test_get_distinct_id_non_json_properties PASSED [  4%]
posthog/api/test/test_capture.py::TestCapture::test_handle_invalid_snapshot PASSED [  4%]
posthog/api/test/test_capture.py::TestCapture::test_handle_lacking_event_name_field PASSED [  4%]
posthog/api/test/test_capture.py::TestCapture::test_incorrect_json PASSED [  4%]
posthog/api/test/test_capture.py::TestCapture::test_incorrect_padding PASSED [  4%]
posthog/api/test/test_capture.py::TestCapture::test_invalid_gzip PASSED  [  4%]
posthog/api/test/test_capture.py::TestCapture::test_invalid_js_gzip_zlib_error PASSED [  4%]
posthog/api/test/test_capture.py::TestCapture::test_invalid_lz64 PASSED  [  4%]
posthog/api/test/test_capture.py::TestCapture::test_is_randomly_parititoned PASSED [  5%]
posthog/api/test/test_capture.py::TestCapture::test_js_gzip PASSED       [  5%]
posthog/api/test/test_capture.py::TestCapture::test_js_gzip_with_no_content_type PASSED [  5%]
posthog/api/test/test_capture.py::TestCapture::test_js_library_underscore_sent_at PASSED [  5%]
posthog/api/test/test_capture.py::TestCapture::test_legacy_recording_ingestion_compression_and_transformation PASSED [  5%]
posthog/api/test/test_capture.py::TestCapture::test_legacy_recording_ingestion_data_sent_to_kafka PASSED [  5%]
posthog/api/test/test_capture.py::TestCapture::test_legacy_recording_ingestion_large_is_split_into_multiple_messages PASSED [  5%]
posthog/api/test/test_capture.py::TestCapture::test_long_distinct_id PASSED [  5%]
posthog/api/test/test_capture.py::TestCapture::test_lz64_with_emoji PASSED [  5%]
posthog/api/test/test_capture.py::TestCapture::test_multiple_events PASSED [  5%]
posthog/api/test/test_capture.py::TestCapture::test_python_library PASSED [  5%]
posthog/api/test/test_capture.py::TestCapture::test_quota_limits SKIPPED [  5%]
posthog/api/test/test_capture.py::TestCapture::test_quota_limits_ignored_if_disabled SKIPPED [  5%]
posthog/api/test/test_capture.py::TestCapture::test_recording_ingestion_can_write_to_blob_ingestion_topic PASSED [  5%]
posthog/api/test/test_capture.py::TestCapture::test_recording_ingestion_can_write_to_blob_ingestion_topic_with_usual_size_limit PASSED [  5%]
posthog/api/test/test_capture.py::TestCapture::test_sent_at_field PASSED [  5%]
posthog/api/test/test_capture.py::TestCapture::test_sentry_tracing_headers PASSED [  5%]
posthog/api/test/test_capture.py::TestCapture::test_uses_does_not_produce_if_blob_ingestion_disabled PASSED [  5%]
posthog/api/test/test_cohort.py::TestCohort::test_cohort_list PASSED     [  5%]
posthog/api/test/test_cohort.py::TestCohort::test_cohort_with_is_set_filter_missing_value PASSED [  5%]
posthog/api/test/test_cohort.py::TestCohort::test_creating_update_and_calculating PASSED [  5%]
posthog/api/test/test_cohort.py::TestCohort::test_creating_update_and_calculating_ignore_bad_filters PASSED [  5%]
posthog/api/test/test_cohort.py::TestCohort::test_creating_update_and_calculating_with_cycle PASSED [  5%]
posthog/api/test/test_cohort.py::TestCohort::test_creating_update_and_calculating_with_invalid_cohort PASSED [  5%]
posthog/api/test/test_cohort.py::TestCohort::test_creating_update_and_calculating_with_new_cohort_filters PASSED [  5%]
posthog/api/test/test_cohort.py::TestCohort::test_csv_export_new PASSED  [  5%]
posthog/api/test/test_cohort.py::TestCohort::test_duplicating_dynamic_cohort_as_static PASSED [  6%]
posthog/api/test/test_cohort.py::TestCohort::test_filter_by_cohort PASSED [  6%]
posthog/api/test/test_cohort.py::TestCohort::test_filter_by_cohort_prop PASSED [  6%]
posthog/api/test/test_cohort.py::TestCohort::test_filter_by_cohort_search PASSED [  6%]
posthog/api/test/test_cohort.py::TestCohort::test_filter_by_static_cohort PASSED [  6%]
posthog/api/test/test_cohort.py::TestCohort::test_hard_delete_is_forbidden PASSED [  6%]
posthog/api/test/test_cohort.py::TestCohort::test_list_cohorts_is_not_nplus1 PASSED [  6%]
posthog/api/test/test_cohort.py::TestCohort::test_static_cohort_csv_upload PASSED [  6%]
posthog/api/test/test_cohort.py::TestCohort::test_static_cohort_to_dynamic_cohort PASSED [  6%]
posthog/api/test/test_cohort.py::TestCohort::test_update_cohort_used_in_flags PASSED [  6%]
posthog/api/test/test_decide.py::TestDecide::test_decide_analytics_only_fires_when_enabled PASSED [  6%]
posthog/api/test/test_decide.py::TestDecide::test_decide_analytics_samples_appropriately PASSED [  6%]
posthog/api/test/test_decide.py::TestDecide::test_decide_analytics_samples_appropriately_with_small_sample_rate PASSED [  6%]
posthog/api/test/test_decide.py::TestDecide::test_decide_analytics_samples_dont_break_with_zero_sampling PASSED [  6%]
posthog/api/test/test_decide.py::TestDecide::test_decide_doesnt_error_out_when_database_is_down PASSED [  6%]
posthog/api/test/test_decide.py::TestDecide::test_decide_with_json_and_numeric_distinct_ids PASSED [  6%]
posthog/api/test/test_decide.py::TestDecide::test_defaults_to_v2_if_conflicting_parameters PASSED [  6%]
posthog/api/test/test_decide.py::TestDecide::test_exception_autocapture_errors_to_ignore PASSED [  6%]
posthog/api/test/test_decide.py::TestDecide::test_exception_autocapture_opt_in PASSED [  6%]
posthog/api/test/test_decide.py::TestDecide::test_feature_flags PASSED   [  6%]
posthog/api/test/test_decide.py::TestDecide::test_feature_flags_v2 PASSED [  6%]
posthog/api/test/test_decide.py::TestDecide::test_feature_flags_v2_complex PASSED [  6%]
posthog/api/test/test_decide.py::TestDecide::test_feature_flags_v2_consistent_flags PASSED [  6%]
posthog/api/test/test_decide.py::TestDecide::test_feature_flags_v2_consistent_flags_with_delayed_new_identified_person PASSED [  6%]
posthog/api/test/test_decide.py::TestDecide::test_feature_flags_v2_consistent_flags_with_ingestion_delays PASSED [  6%]
posthog/api/test/test_decide.py::TestDecide::test_feature_flags_v2_consistent_flags_with_merged_persons PASSED [  6%]
posthog/api/test/test_decide.py::TestDecide::test_feature_flags_v2_with_geoip_error PASSED [  6%]
posthog/api/test/test_decide.py::TestDecide::test_feature_flags_v2_with_groups PASSED [  7%]
posthog/api/test/test_decide.py::TestDecide::test_feature_flags_v2_with_property_overrides PASSED [  7%]
posthog/api/test/test_decide.py::TestDecide::test_feature_flags_v3 PASSED [  7%]
posthog/api/test/test_decide.py::TestDecide::test_feature_flags_v3_consistent_flags_with_database_errors PASSED [  7%]
posthog/api/test/test_decide.py::TestDecide::test_feature_flags_v3_consistent_flags_with_numeric_distinct_ids PASSED [  7%]
posthog/api/test/test_decide.py::TestDecide::test_feature_flags_v3_json PASSED [  7%]
posthog/api/test/test_decide.py::TestDecide::test_feature_flags_v3_json_multivariate PASSED [  7%]
posthog/api/test/test_decide.py::TestDecide::test_feature_flags_v3_with_database_errors PASSED [  7%]
posthog/api/test/test_decide.py::TestDecide::test_feature_flags_v3_with_database_errors_and_geoip_properties PASSED [  7%]
posthog/api/test/test_decide.py::TestDecide::test_feature_flags_v3_with_database_errors_and_no_flags PASSED [  7%]
posthog/api/test/test_decide.py::TestDecide::test_feature_flags_with_personal_api_key PASSED [  7%]
posthog/api/test/test_decide.py::TestDecide::test_flag_with_behavioural_cohorts PASSED [  7%]
posthog/api/test/test_decide.py::TestDecide::test_flag_with_regular_cohorts PASSED [  7%]
posthog/api/test/test_decide.py::TestDecide::test_geoip_disable PASSED   [  7%]
posthog/api/test/test_decide.py::TestDecide::test_invalid_gzip_payload_on_decide_endpoint PASSED [  7%]
posthog/api/test/test_decide.py::TestDecide::test_invalid_payload_on_decide_endpoint PASSED [  7%]
posthog/api/test/test_decide.py::TestDecide::test_missing_token PASSED   [  7%]
posthog/api/test/test_decide.py::TestDecide::test_personal_api_key_without_project_id PASSED [  7%]
posthog/api/test/test_decide.py::TestDecide::test_rate_limits PASSED     [  7%]
posthog/api/test/test_decide.py::TestDecide::test_rate_limits_dont_apply_when_disabled PASSED [  7%]
posthog/api/test/test_decide.py::TestDecide::test_rate_limits_dont_mix_teams PASSED [  7%]
posthog/api/test/test_decide.py::TestDecide::test_rate_limits_replenish_over_time PASSED [  7%]
posthog/api/test/test_decide.py::TestDecide::test_rate_limits_work_with_invalid_tokens PASSED [  7%]
posthog/api/test/test_decide.py::TestDecide::test_rate_limits_work_with_malformed_request PASSED [  7%]
posthog/api/test/test_decide.py::TestDecide::test_rate_limits_work_with_missing_tokens PASSED [  7%]
posthog/api/test/test_decide.py::TestDecide::test_site_app_injection PASSED [  7%]
posthog/api/test/test_decide.py::TestDecide::test_user_autocapture_opt_out PASSED [  8%]
posthog/api/test/test_decide.py::TestDecide::test_user_console_log_opt_in PASSED [  8%]
posthog/api/test/test_decide.py::TestDecide::test_user_on_evil_site PASSED [  8%]
posthog/api/test/test_decide.py::TestDecide::test_user_performance_opt_in PASSED [  8%]
posthog/api/test/test_decide.py::TestDecide::test_user_session_recording_allowed_when_no_permitted_domains_are_set PASSED [  8%]
posthog/api/test/test_decide.py::TestDecide::test_user_session_recording_evil_site PASSED [  8%]
posthog/api/test/test_decide.py::TestDecide::test_user_session_recording_opt_in PASSED [  8%]
posthog/api/test/test_decide.py::TestDecide::test_user_session_recording_opt_in_wildcard_domain PASSED [  8%]
posthog/api/test/test_decide.py::TestDecide::test_user_session_recording_version PASSED [  8%]
posthog/api/test/test_decide.py::TestDecide::test_web_app_queries PASSED [  8%]
posthog/api/test/test_decide.py::TestDatabaseCheckForDecide::test_database_check_doesnt_interfere_with_regular_computation PASSED [  8%]
posthog/api/test/test_decide.py::TestDatabaseCheckForDecide::test_decide_doesnt_error_out_when_database_is_down_and_database_check_isnt_cached PASSED [  8%]
posthog/api/test/test_early_access_feature.py::TestEarlyAccessFeature::test_archive PASSED [  8%]
posthog/api/test/test_early_access_feature.py::TestEarlyAccessFeature::test_can_create_early_access_feature PASSED [  8%]
posthog/api/test/test_early_access_feature.py::TestEarlyAccessFeature::test_can_create_new_early_access_feature_with_soft_deleted_flag PASSED [  8%]
posthog/api/test/test_early_access_feature.py::TestEarlyAccessFeature::test_can_edit_feature PASSED [  8%]
posthog/api/test/test_early_access_feature.py::TestEarlyAccessFeature::test_can_list_features PASSED [  8%]
posthog/api/test/test_early_access_feature.py::TestEarlyAccessFeature::test_cant_create_early_access_feature_with_duplicate_key PASSED [  8%]
posthog/api/test/test_early_access_feature.py::TestEarlyAccessFeature::test_cant_create_early_access_feature_with_flag_with_existing_early_access_feature PASSED [  8%]
posthog/api/test/test_early_access_feature.py::TestEarlyAccessFeature::test_cant_create_early_access_feature_with_group_flag PASSED [  8%]
posthog/api/test/test_early_access_feature.py::TestEarlyAccessFeature::test_cant_create_early_access_feature_with_multivariate_flag PASSED [  8%]
posthog/api/test/test_early_access_feature.py::TestEarlyAccessFeature::test_cant_soft_delete_flag_with_early_access_feature PASSED [  8%]
posthog/api/test/test_early_access_feature.py::TestEarlyAccessFeature::test_deleting_early_access_feature_removes_super_condition_from_flag PASSED [  8%]
posthog/api/test/test_early_access_feature.py::TestEarlyAccessFeature::test_promote_to_beta PASSED [  8%]
posthog/api/test/test_early_access_feature.py::TestEarlyAccessFeature::test_update_doesnt_remove_super_condition PASSED [  8%]
posthog/api/test/test_early_access_feature.py::TestEarlyAccessFeature::test_we_dont_delete_existing_flag_information_when_creating_early_access_feature PASSED [  8%]
posthog/api/test/test_early_access_feature.py::TestPreviewList::test_early_access_features PASSED [  8%]
posthog/api/test/test_early_access_feature.py::TestPreviewList::test_early_access_features_beta_only PASSED [  9%]
posthog/api/test/test_early_access_feature.py::TestPreviewList::test_early_access_features_errors_out_on_no_token PASSED [  9%]
posthog/api/test/test_early_access_feature.py::TestPreviewList::test_early_access_features_errors_out_on_random_token PASSED [  9%]
posthog/api/test/test_element.py::TestElement::test_element_automatic_order PASSED [  9%]
posthog/api/test/test_element.py::TestElement::test_element_stats_can_filter_by_hogql PASSED [  9%]
posthog/api/test/test_element.py::TestElement::test_element_stats_can_filter_by_properties PASSED [  9%]
posthog/api/test/test_element.py::TestElement::test_element_stats_can_load_all_the_data PASSED [  9%]
posthog/api/test/test_element.py::TestElement::test_element_stats_can_load_only_rageclick_data PASSED [  9%]
posthog/api/test/test_element.py::TestElement::test_element_stats_can_load_rageclick_and_autocapture_data PASSED [  9%]
posthog/api/test/test_element.py::TestElement::test_element_stats_clamps_date_from_to_start_of_day PASSED [  9%]
posthog/api/test/test_element.py::TestElement::test_element_stats_cors_headers PASSED [  9%]
posthog/api/test/test_element.py::TestElement::test_element_stats_does_not_allow_non_numeric_limit PASSED [  9%]
posthog/api/test/test_element.py::TestElement::test_element_stats_does_not_allow_non_numeric_offset PASSED [  9%]
posthog/api/test/test_element.py::TestElement::test_element_stats_does_not_allow_unexepcted_include PASSED [  9%]
posthog/api/test/test_element.py::TestElement::test_element_stats_obeys_limit_parameter PASSED [  9%]
posthog/api/test/test_element.py::TestElement::test_element_stats_postgres_queries_are_as_expected PASSED [  9%]
posthog/api/test/test_element.py::TestElement::test_element_stats_without_pagination PASSED [  9%]
posthog/api/test/test_element.py::TestElement::test_event_property_values PASSED [  9%]
posthog/api/test/test_event.py::TestEvents::test_action_no_steps PASSED  [  9%]
posthog/api/test/test_event.py::TestEvents::test_ascending_order_timestamp PASSED [  9%]
posthog/api/test/test_event.py::TestEvents::test_before_and_after PASSED [  9%]
posthog/api/test/test_event.py::TestEvents::test_custom_event_values PASSED [  9%]
posthog/api/test/test_event.py::TestEvents::test_default_descending_order_timestamp PASSED [  9%]
posthog/api/test/test_event.py::TestEvents::test_event_property_values PASSED [  9%]
posthog/api/test/test_event.py::TestEvents::test_events_in_future PASSED [  9%]
posthog/api/test/test_event.py::TestEvents::test_filter_by_nonexisting_person PASSED [  9%]
posthog/api/test/test_event.py::TestEvents::test_filter_by_person PASSED [ 10%]
posthog/api/test/test_event.py::TestEvents::test_filter_events PASSED    [ 10%]
posthog/api/test/test_event.py::TestEvents::test_filter_events_by_being_after_properties_with_date_type PASSED [ 10%]
posthog/api/test/test_event.py::TestEvents::test_filter_events_by_being_before_properties_with_date_type PASSED [ 10%]
posthog/api/test/test_event.py::TestEvents::test_filter_events_by_event_name PASSED [ 10%]
posthog/api/test/test_event.py::TestEvents::test_filter_events_by_precalculated_cohort PASSED [ 10%]
posthog/api/test/test_event.py::TestEvents::test_filter_events_by_properties FAILED [ 10%]
